employee_id,employee_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active
755,Employee_755,Female,36,IT,Engineer,70000,1,02-25-2023,Pune,Gujarat,Rohit,5,88,True
756,,Male,-3,IT,Engineer,-15000,5,2023-02-26,Delhi,Rajasthan,Rohit,,88,True
757,Employee_757,Female,-3,Sales,Analyst,45000,3,27/02/2023,Ahmedabad,Gujarat,,4,88,False
758,Employee_758,Female,36,HR,Analyst,-15000,1,02-28-2023,Delhi,Gujarat,Rohit,6,88,True
759,Employee_759,Female,42,Finance,Engineer,70000,-1,2023-03-01,Pune,Rajasthan,Neha,3,92,True
760,Employee_760,Male,36,Marketing,Engineer,25000,-1,02/03/2023,Delhi,Delhi,,3,88,False
761,Employee_761,Male,42,HR,Executive,-15000,3,03-03-2023,Jaipur,Maharashtra,,3,110,False
762,Employee_762,Female,-3,Marketing,Executive,25000,-1,2023-03-04,Ahmedabad,Delhi,Rohit,5,92,True
763,Employee_763,Female,30,IT,Analyst,-15000,3,05/03/2023,Ahmedabad,Rajasthan,Rohit,6,110,False
764,Employee_764,Female,30,HR,Manager,45000,-1,03-06-2023,Mumbai,Gujarat,Neha,5,97,False
765,Employee_765,Female,-3,Sales,Engineer,45000,5,2023-03-07,Delhi,Maharashtra,,3,92,False
766,Employee_766,Male,30,Finance,Executive,-15000,-1,08/03/2023,Ahmedabad,Gujarat,Amit,5,88,True
767,Employee_767,Female,30,Finance,Manager,25000,-1,03-09-2023,Mumbai,Delhi,,5,110,False
768,Employee_768,Male,30,IT,Executive,-15000,-1,2023-03-10,Jaipur,Gujarat,Amit,6,92,True
769,Employee_769,Female,24,Sales,Executive,-15000,5,11/03/2023,Pune,Maharashtra,,3,97,False
770,Employee_770,Female,36,IT,Analyst,-15000,5,03-12-2023,Jaipur,Rajasthan,Neha,6,97,False
771,Employee_771,Female,-3,HR,Manager,-15000,3,2023-03-13,Pune,Gujarat,Amit,4,92,False
772,Employee_772,Male,42,Finance,Engineer,25000,3,14/03/2023,Ahmedabad,Gujarat,Amit,6,92,True
773,Employee_773,Female,24,Finance,Engineer,-15000,-1,03-15-2023,Ahmedabad,Maharashtra,Rohit,5,88,True
774,Employee_774,Female,36,Sales,Engineer,-15000,1,2023-03-16,Delhi,Rajasthan,,,110,True
775,Employee_775,Male,30,Finance,Analyst,25000,5,17/03/2023,Pune,Maharashtra,,4,110,True
776,Employee_776,Female,-3,IT,Executive,-15000,-1,03-18-2023,Ahmedabad,Maharashtra,Neha,6,97,False
777,,Female,30,Sales,Manager,-15000,-1,2023-03-19,Mumbai,Gujarat,Rohit,6,92,False
778,Employee_778,Male,42,Finance,Analyst,70000,3,20/03/2023,Ahmedabad,Maharashtra,Amit,5,92,True
779,Employee_779,Male,24,Marketing,Manager,70000,-1,03-21-2023,Pune,Maharashtra,Rohit,4,110,True
780,Employee_780,Male,24,Sales,Analyst,25000,1,2023-03-22,Mumbai,Delhi,Neha,4,110,True
781,Employee_781,Male,36,HR,Manager,25000,-1,23/03/2023,Mumbai,Delhi,Rohit,3,97,True
782,Employee_782,Male,30,Sales,Analyst,25000,1,03-24-2023,Pune,Delhi,Rohit,3,97,False
783,Employee_783,Female,42,IT,Manager,45000,-1,2023-03-25,Pune,Rajasthan,Neha,3,92,True
784,Employee_784,Male,24,Finance,Executive,25000,-1,26/03/2023,Ahmedabad,Delhi,Rohit,3,88,False
785,Employee_785,Male,-3,IT,Analyst,-15000,1,03-27-2023,Delhi,Maharashtra,,6,110,False
786,Employee_786,Female,30,Sales,Executive,45000,5,2023-03-28,Ahmedabad,Maharashtra,Rohit,6,110,True
787,Employee_787,Female,42,HR,Engineer,-15000,5,29/03/2023,Jaipur,Rajasthan,,5,92,False
788,Employee_788,Male,42,Marketing,Engineer,-15000,3,03-30-2023,Mumbai,Maharashtra,,3,97,True
789,Employee_789,Female,-3,Finance,Executive,25000,1,2023-03-31,Delhi,Gujarat,Neha,5,88,True
790,Employee_790,Male,30,Marketing,Manager,-15000,-1,01/04/2023,Ahmedabad,Maharashtra,Rohit,4,110,True
791,Employee_791,Male,-3,Finance,Executive,45000,5,04-02-2023,Pune,Delhi,Rohit,5,92,True
792,Employee_792,Female,42,HR,Analyst,25000,-1,2023-04-03,Pune,Delhi,,,97,False
793,Employee_793,Female,-3,HR,Executive,70000,5,04/04/2023,Jaipur,Gujarat,Amit,4,97,False
794,Employee_794,Male,36,HR,Engineer,45000,3,04-05-2023,Jaipur,Delhi,Rohit,5,97,True
795,Employee_795,Male,-3,HR,Manager,-15000,-1,2023-04-06,Pune,Maharashtra,Rohit,3,110,True
796,Employee_796,Female,30,HR,Manager,-15000,1,07/04/2023,Delhi,Delhi,Neha,6,110,False
797,Employee_797,Female,30,Sales,Engineer,-15000,1,04-08-2023,Jaipur,Rajasthan,Rohit,3,92,False
798,,Male,42,Sales,Manager,25000,1,2023-04-09,Mumbai,Gujarat,Neha,6,110,False
799,Employee_799,Female,-3,HR,Executive,45000,1,10/04/2023,Jaipur,Gujarat,Neha,4,110,True
800,Employee_800,Female,36,Finance,Manager,70000,5,04-11-2023,Delhi,Rajasthan,,5,110,False
801,Employee_801,Female,30,HR,Executive,25000,1,2023-04-12,Pune,Maharashtra,Neha,4,92,True
802,Employee_802,Female,42,Finance,Executive,-15000,-1,13/04/2023,Jaipur,Rajasthan,Neha,5,110,False
803,Employee_803,Male,36,Marketing,Manager,70000,-1,04-14-2023,Pune,Delhi,Rohit,4,97,False
804,Employee_804,Female,42,Finance,Executive,25000,-1,2023-04-15,Ahmedabad,Delhi,Neha,4,88,True
805,Employee_805,Male,42,IT,Manager,45000,3,16/04/2023,Delhi,Gujarat,Rohit,4,92,False
806,Employee_806,Female,30,Marketing,Executive,70000,3,04-17-2023,Jaipur,Delhi,,3,110,True
807,Employee_807,Female,36,Marketing,Executive,45000,-1,2023-04-18,Mumbai,Rajasthan,,5,110,False
808,Employee_808,Male,30,HR,Engineer,-15000,5,19/04/2023,Pune,Gujarat,Amit,6,97,False
809,Employee_809,Male,42,Sales,Engineer,70000,1,04-20-2023,Jaipur,Delhi,Amit,6,92,False
810,Employee_810,Female,36,Finance,Manager,45000,1,2023-04-21,Jaipur,Delhi,Amit,,92,True
811,Employee_811,Male,-3,Sales,Executive,-15000,3,22/04/2023,Pune,Delhi,Neha,5,110,False
812,Employee_812,Male,24,Sales,Manager,-15000,3,04-23-2023,Mumbai,Maharashtra,Amit,5,92,True
813,Employee_813,Male,30,Sales,Executive,25000,1,2023-04-24,Mumbai,Gujarat,Neha,6,92,False
814,Employee_814,Male,24,HR,Executive,25000,1,25/04/2023,Mumbai,Delhi,Rohit,6,92,True
815,Employee_815,Female,24,IT,Engineer,45000,3,04-26-2023,Jaipur,Delhi,Amit,6,92,False
816,Employee_816,Female,30,IT,Manager,70000,3,2023-04-27,Delhi,Delhi,,5,92,False
817,Employee_817,Female,24,HR,Analyst,25000,3,28/04/2023,Pune,Rajasthan,,4,97,False
818,Employee_818,Male,-3,Marketing,Executive,70000,5,04-29-2023,Pune,Gujarat,Neha,5,88,False
819,,Female,30,HR,Analyst,-15000,-1,2023-04-30,Pune,Rajasthan,Rohit,6,110,True
820,Employee_820,Female,30,HR,Engineer,25000,1,01/05/2023,Pune,Gujarat,Rohit,3,92,False
821,Employee_821,Female,36,IT,Manager,25000,5,05-02-2023,Ahmedabad,Delhi,Neha,6,97,True
822,Employee_822,Male,36,Marketing,Analyst,25000,1,2023-05-03,Pune,Rajasthan,Neha,6,92,True
823,Employee_823,Male,-3,HR,Executive,70000,3,04/05/2023,Mumbai,Rajasthan,,4,97,False
824,Employee_824,Female,30,Marketing,Manager,45000,1,05-05-2023,Ahmedabad,Gujarat,Neha,6,88,False
825,Employee_825,Male,42,Finance,Manager,70000,5,2023-05-06,Ahmedabad,Rajasthan,Neha,6,88,False
826,Employee_826,Female,-3,Marketing,Engineer,-15000,-1,07/05/2023,Delhi,Gujarat,,5,97,True
827,Employee_827,Male,36,HR,Engineer,25000,5,05-08-2023,Mumbai,Delhi,Neha,4,97,True
828,Employee_828,Female,30,Marketing,Manager,45000,-1,2023-05-09,Delhi,Rajasthan,,,92,False
829,Employee_829,Male,-3,Finance,Engineer,25000,3,10/05/2023,Mumbai,Gujarat,Rohit,4,97,False
830,Employee_830,Male,30,Finance,Engineer,45000,3,05-11-2023,Ahmedabad,Maharashtra,,3,88,False
831,Employee_831,Female,30,Sales,Manager,70000,-1,2023-05-12,Mumbai,Maharashtra,,4,88,True
832,Employee_832,Male,-3,Marketing,Engineer,70000,5,13/05/2023,Ahmedabad,Maharashtra,Rohit,6,97,False
833,Employee_833,Male,36,Marketing,Engineer,25000,5,05-14-2023,Delhi,Gujarat,Amit,6,110,True
834,Employee_834,Female,42,Sales,Manager,-15000,5,2023-05-15,Ahmedabad,Delhi,,3,92,False
835,Employee_835,Male,42,IT,Executive,45000,3,16/05/2023,Delhi,Gujarat,Rohit,6,97,False
836,Employee_836,Male,24,Finance,Analyst,-15000,5,05-17-2023,Pune,Delhi,Amit,6,92,True
837,Employee_837,Female,24,Sales,Engineer,25000,5,2023-05-18,Jaipur,Maharashtra,,5,97,False
838,Employee_838,Female,30,IT,Manager,-15000,-1,19/05/2023,Mumbai,Rajasthan,Rohit,3,88,False
839,Employee_839,Female,24,Sales,Executive,25000,-1,05-20-2023,Ahmedabad,Gujarat,,3,92,False
840,,Female,30,IT,Engineer,-15000,5,2023-05-21,Pune,Delhi,,3,88,True
841,Employee_841,Male,24,HR,Manager,25000,-1,22/05/2023,Delhi,Rajasthan,Neha,5,88,False
842,Employee_842,Male,24,Marketing,Executive,-15000,5,05-23-2023,Mumbai,Gujarat,,4,88,True
843,Employee_843,Female,24,Marketing,Engineer,-15000,1,2023-05-24,Pune,Gujarat,Amit,4,92,False
844,Employee_844,Female,30,Marketing,Engineer,70000,3,25/05/2023,Ahmedabad,Maharashtra,Amit,6,110,False
845,Employee_845,Female,-3,IT,Analyst,25000,-1,05-26-2023,Pune,Delhi,Neha,6,88,False
846,Employee_846,Female,-3,Marketing,Analyst,25000,1,2023-05-27,Mumbai,Rajasthan,Rohit,,92,False
847,Employee_847,Male,30,Marketing,Manager,70000,1,28/05/2023,Ahmedabad,Maharashtra,Amit,4,88,False
848,Employee_848,Male,-3,IT,Manager,25000,5,05-29-2023,Ahmedabad,Maharashtra,Amit,4,88,True
849,Employee_849,Female,30,HR,Analyst,-15000,-1,2023-05-30,Ahmedabad,Maharashtra,Amit,4,88,True
850,Employee_850,Male,-3,Marketing,Analyst,-15000,-1,31/05/2023,Mumbai,Rajasthan,,4,110,True
851,Employee_851,Male,36,IT,Engineer,25000,3,06-01-2023,Ahmedabad,Gujarat,Rohit,5,110,False
852,Employee_852,Female,36,HR,Executive,-15000,5,2023-06-02,Jaipur,Rajasthan,,6,92,True
853,Employee_853,Male,36,HR,Executive,70000,3,03/06/2023,Mumbai,Gujarat,Neha,4,97,True
854,Employee_854,Male,30,Marketing,Manager,-15000,-1,06-04-2023,Ahmedabad,Rajasthan,Amit,5,88,False
855,Employee_855,Female,30,IT,Engineer,70000,1,2023-06-05,Ahmedabad,Gujarat,Rohit,3,92,True
856,Employee_856,Female,24,IT,Analyst,45000,5,06/06/2023,Pune,Delhi,Rohit,4,92,False
857,Employee_857,Male,36,Marketing,Engineer,25000,1,06-07-2023,Mumbai,Maharashtra,Neha,5,110,True
858,Employee_858,Male,42,Marketing,Engineer,25000,3,2023-06-08,Jaipur,Delhi,Rohit,3,88,True
859,Employee_859,Male,42,Sales,Engineer,-15000,5,09/06/2023,Ahmedabad,Maharashtra,Amit,6,88,False
860,Employee_860,Male,36,Sales,Executive,70000,3,06-10-2023,Jaipur,Maharashtra,Neha,3,88,True
861,,Male,42,Sales,Analyst,-15000,5,2023-06-11,Ahmedabad,Maharashtra,Amit,3,110,True
862,Employee_862,Male,30,Finance,Executive,70000,3,12/06/2023,Ahmedabad,Maharashtra,Neha,3,110,True
863,Employee_863,Female,36,IT,Executive,25000,1,06-13-2023,Mumbai,Gujarat,Rohit,3,97,False
864,Employee_864,Male,-3,IT,Engineer,70000,1,2023-06-14,Ahmedabad,Maharashtra,,,88,True
865,Employee_865,Male,24,Marketing,Manager,-15000,3,15/06/2023,Pune,Delhi,Amit,6,88,False
866,Employee_866,Female,30,IT,Analyst,25000,-1,06-16-2023,Jaipur,Rajasthan,Neha,3,88,False
867,Employee_867,Female,24,Sales,Engineer,25000,3,2023-06-17,Jaipur,Maharashtra,Amit,6,97,True
868,Employee_868,Male,-3,IT,Analyst,-15000,3,18/06/2023,Mumbai,Gujarat,Amit,4,88,False
869,Employee_869,Male,-3,IT,Manager,70000,5,06-19-2023,Ahmedabad,Maharashtra,Rohit,4,88,False
870,Employee_870,Male,36,IT,Executive,45000,1,2023-06-20,Pune,Rajasthan,Neha,4,88,False
871,Employee_871,Female,24,HR,Manager,-15000,1,21/06/2023,Delhi,Maharashtra,Rohit,5,110,True
872,Employee_872,Male,-3,HR,Manager,70000,3,06-22-2023,Ahmedabad,Rajasthan,Rohit,5,92,True
873,Employee_873,Male,30,HR,Analyst,25000,5,2023-06-23,Pune,Gujarat,Neha,5,88,False
874,Employee_874,Female,36,IT,Manager,-15000,3,24/06/2023,Mumbai,Gujarat,Neha,3,88,True
875,Employee_875,Female,24,HR,Engineer,25000,3,06-25-2023,Ahmedabad,Rajasthan,Amit,4,97,True
876,Employee_876,Female,42,Finance,Executive,-15000,1,2023-06-26,Pune,Rajasthan,,4,97,False
877,Employee_877,Female,36,Marketing,Engineer,25000,3,27/06/2023,Jaipur,Gujarat,Rohit,6,97,True
878,Employee_878,Male,24,Sales,Analyst,25000,1,06-28-2023,Ahmedabad,Maharashtra,Rohit,5,97,False
879,Employee_879,Male,36,IT,Engineer,-15000,3,2023-06-29,Delhi,Gujarat,Amit,5,97,False
880,Employee_880,Male,36,Sales,Analyst,70000,3,30/06/2023,Delhi,Rajasthan,Rohit,3,92,True
881,Employee_881,Female,30,Sales,Manager,25000,1,07-01-2023,Mumbai,Rajasthan,,6,97,False
882,,Male,42,Sales,Analyst,25000,-1,2023-07-02,Mumbai,Rajasthan,Neha,,110,True
883,Employee_883,Male,36,IT,Manager,70000,1,03/07/2023,Mumbai,Rajasthan,,4,92,True
884,Employee_884,Female,30,Sales,Engineer,70000,3,07-04-2023,Jaipur,Delhi,,5,110,True
885,Employee_885,Male,30,HR,Analyst,25000,3,2023-07-05,Pune,Delhi,Amit,5,92,False
886,Employee_886,Female,36,IT,Manager,45000,1,06/07/2023,Delhi,Rajasthan,Rohit,4,97,False
887,Employee_887,Male,24,IT,Executive,70000,3,07-07-2023,Delhi,Gujarat,Neha,4,92,True
888,Employee_888,Female,24,IT,Executive,70000,1,2023-07-08,Pune,Maharashtra,Neha,6,92,True
889,Employee_889,Female,-3,IT,Executive,-15000,5,09/07/2023,Pune,Maharashtra,Neha,4,110,False
890,Employee_890,Male,24,IT,Manager,25000,3,07-10-2023,Delhi,Delhi,Rohit,6,110,True
891,Employee_891,Female,42,HR,Manager,70000,1,2023-07-11,Ahmedabad,Rajasthan,Neha,4,97,True
892,Employee_892,Female,24,Sales,Analyst,-15000,5,12/07/2023,Mumbai,Gujarat,,5,92,False
893,Employee_893,Male,36,IT,Analyst,45000,1,07-13-2023,Jaipur,Delhi,Amit,4,110,False
894,Employee_894,Female,-3,Sales,Engineer,45000,-1,2023-07-14,Jaipur,Gujarat,Neha,4,97,False
895,Employee_895,Male,36,IT,Engineer,-15000,5,15/07/2023,Pune,Rajasthan,,4,110,False
896,Employee_896,Male,42,IT,Engineer,-15000,3,07-16-2023,Mumbai,Gujarat,Rohit,3,97,False
897,Employee_897,Female,24,IT,Executive,-15000,3,2023-07-17,Pune,Delhi,Amit,6,92,True
898,Employee_898,Female,24,Sales,Engineer,-15000,3,18/07/2023,Jaipur,Gujarat,Amit,6,97,False
899,Employee_899,Male,24,IT,Analyst,70000,1,07-19-2023,Jaipur,Delhi,Amit,3,92,False
900,Employee_900,Female,24,Marketing,Analyst,25000,1,2023-07-20,Ahmedabad,Delhi,,,88,False
901,Employee_901,Female,30,Sales,Executive,70000,1,21/07/2023,Pune,Rajasthan,Neha,4,92,True
902,Employee_902,Male,42,Finance,Manager,70000,1,07-22-2023,Delhi,Maharashtra,,3,97,True
903,,Male,36,Marketing,Executive,-15000,3,2023-07-23,Jaipur,Rajasthan,Rohit,4,97,False
904,Employee_904,Female,-3,IT,Engineer,45000,5,24/07/2023,Ahmedabad,Gujarat,Amit,4,110,False
905,Employee_905,Female,24,HR,Analyst,-15000,3,07-25-2023,Ahmedabad,Delhi,,3,88,False
906,Employee_906,Female,24,Marketing,Executive,25000,5,2023-07-26,Ahmedabad,Delhi,Rohit,4,92,False
907,Employee_907,Male,30,Marketing,Manager,45000,-1,27/07/2023,Jaipur,Delhi,Amit,5,92,True
908,Employee_908,Female,42,Finance,Analyst,-15000,-1,07-28-2023,Mumbai,Rajasthan,Neha,5,88,False
909,Employee_909,Male,24,Finance,Engineer,45000,-1,2023-07-29,Delhi,Gujarat,Rohit,3,92,True
910,Employee_910,Male,24,Sales,Executive,70000,5,30/07/2023,Jaipur,Delhi,,3,92,True
911,Employee_911,Female,-3,IT,Analyst,-15000,5,07-31-2023,Jaipur,Maharashtra,Neha,3,88,True
912,Employee_912,Male,30,Finance,Engineer,70000,3,2023-08-01,Jaipur,Gujarat,Neha,3,110,True
913,Employee_913,Male,24,IT,Executive,25000,3,02/08/2023,Mumbai,Gujarat,Amit,4,92,True
914,Employee_914,Male,36,HR,Analyst,45000,3,08-03-2023,Mumbai,Delhi,Rohit,5,92,True
915,Employee_915,Male,30,Sales,Analyst,25000,5,2023-08-04,Mumbai,Delhi,Rohit,5,92,True
916,Employee_916,Male,36,Marketing,Executive,70000,3,05/08/2023,Delhi,Maharashtra,Amit,6,110,True
917,Employee_917,Male,24,Sales,Manager,45000,-1,08-06-2023,Delhi,Maharashtra,Amit,6,92,False
918,Employee_918,Male,-3,Marketing,Manager,25000,1,2023-08-07,Mumbai,Rajasthan,Rohit,,110,True
919,Employee_919,Female,30,HR,Manager,-15000,5,08/08/2023,Pune,Rajasthan,Neha,3,110,False
920,Employee_920,Male,36,HR,Executive,70000,1,08-09-2023,Jaipur,Maharashtra,Neha,4,88,True
921,Employee_921,Male,36,Marketing,Manager,-15000,5,2023-08-10,Delhi,Delhi,Amit,4,92,False
922,Employee_922,Male,30,Marketing,Analyst,25000,-1,11/08/2023,Pune,Delhi,Rohit,6,88,False
923,Employee_923,Male,36,HR,Manager,45000,3,08-12-2023,Mumbai,Maharashtra,Amit,4,110,False
924,,Male,42,IT,Manager,70000,3,2023-08-13,Mumbai,Rajasthan,Amit,6,88,False
925,Employee_925,Male,24,Marketing,Analyst,25000,5,14/08/2023,Delhi,Maharashtra,Rohit,5,88,False
926,Employee_926,Male,24,IT,Engineer,45000,1,08-15-2023,Ahmedabad,Delhi,Amit,5,92,False
927,Employee_927,Male,24,HR,Executive,25000,5,2023-08-16,Pune,Maharashtra,Neha,5,92,False
928,Employee_928,Male,24,Finance,Analyst,-15000,-1,17/08/2023,Mumbai,Gujarat,Rohit,6,88,True
929,Employee_929,Female,24,HR,Analyst,70000,-1,08-18-2023,Mumbai,Gujarat,Neha,6,92,False
930,Employee_930,Female,24,Finance,Manager,-15000,1,2023-08-19,Delhi,Rajasthan,,5,88,False
931,Employee_931,Female,24,Sales,Manager,45000,5,20/08/2023,Jaipur,Maharashtra,Neha,6,97,True
932,Employee_932,Female,42,Sales,Analyst,25000,1,08-21-2023,Ahmedabad,Delhi,Neha,4,97,True
933,Employee_933,Male,42,Finance,Executive,25000,3,2023-08-22,Pune,Rajasthan,Rohit,4,88,False
934,Employee_934,Female,42,Marketing,Manager,25000,1,23/08/2023,Jaipur,Gujarat,Rohit,4,97,False
935,Employee_935,Male,24,HR,Executive,25000,1,08-24-2023,Jaipur,Gujarat,Amit,6,88,True
936,Employee_936,Male,36,Finance,Executive,70000,-1,2023-08-25,Jaipur,Gujarat,Neha,,97,False
937,Employee_937,Male,36,Marketing,Manager,-15000,1,26/08/2023,Pune,Delhi,,3,97,False
938,Employee_938,Female,-3,Sales,Analyst,70000,3,08-27-2023,Delhi,Gujarat,Rohit,3,92,True
939,Employee_939,Female,42,Sales,Analyst,70000,-1,2023-08-28,Ahmedabad,Rajasthan,,6,92,True
940,Employee_940,Male,30,HR,Manager,45000,1,29/08/2023,Pune,Delhi,Amit,3,110,False
941,Employee_941,Female,42,HR,Manager,25000,-1,08-30-2023,Delhi,Gujarat,Neha,4,97,True
942,Employee_942,Female,36,IT,Executive,70000,-1,2023-08-31,Jaipur,Rajasthan,Rohit,3,88,False
943,Employee_943,Female,42,Finance,Manager,-15000,5,01/09/2023,Jaipur,Rajasthan,,6,92,False
944,Employee_944,Female,24,Sales,Engineer,25000,3,09-02-2023,Delhi,Gujarat,Amit,3,92,False
945,,Male,24,Finance,Executive,-15000,3,2023-09-03,Pune,Gujarat,Amit,3,110,False
946,Employee_946,Female,30,Finance,Analyst,70000,-1,04/09/2023,Mumbai,Rajasthan,Neha,6,92,True
947,Employee_947,Male,36,Marketing,Engineer,-15000,-1,09-05-2023,Delhi,Gujarat,Amit,4,92,False
948,Employee_948,Female,30,Finance,Manager,25000,5,2023-09-06,Ahmedabad,Gujarat,Amit,3,110,False
949,Employee_949,Female,30,Sales,Engineer,25000,-1,07/09/2023,Delhi,Delhi,Rohit,6,92,False
950,Employee_950,Female,42,HR,Executive,70000,3,09-08-2023,Jaipur,Delhi,Rohit,5,88,True
951,Employee_951,Male,24,IT,Analyst,25000,5,2023-09-09,Pune,Rajasthan,,3,110,True
952,Employee_952,Male,42,HR,Manager,25000,5,10/09/2023,Delhi,Gujarat,Rohit,3,97,False
953,Employee_953,Female,36,Marketing,Executive,-15000,-1,09-11-2023,Mumbai,Delhi,Neha,3,110,False
954,Employee_954,Female,36,IT,Executive,-15000,1,2023-09-12,Mumbai,Delhi,,,97,True
955,Employee_955,Male,42,Finance,Manager,45000,1,13/09/2023,Jaipur,Rajasthan,Amit,6,88,True
956,Employee_956,Female,24,IT,Analyst,70000,3,09-14-2023,Pune,Rajasthan,,3,110,False
957,Employee_957,Male,-3,Marketing,Executive,70000,5,2023-09-15,Delhi,Gujarat,Rohit,4,110,False
958,Employee_958,Male,42,Marketing,Executive,25000,1,16/09/2023,Delhi,Maharashtra,Neha,6,88,False
959,Employee_959,Female,36,Sales,Engineer,70000,5,09-17-2023,Ahmedabad,Rajasthan,Amit,3,88,False
960,Employee_960,Female,42,Sales,Manager,70000,3,2023-09-18,Delhi,Delhi,Neha,3,110,True
961,Employee_961,Male,-3,Sales,Analyst,45000,5,19/09/2023,Jaipur,Maharashtra,Amit,6,97,True
962,Employee_962,Male,24,Marketing,Engineer,25000,5,09-20-2023,Jaipur,Maharashtra,,5,110,False
963,Employee_963,Female,30,Sales,Engineer,25000,-1,2023-09-21,Delhi,Rajasthan,Rohit,3,88,False
964,Employee_964,Male,24,Marketing,Manager,25000,3,22/09/2023,Pune,Rajasthan,,6,97,True
965,Employee_965,Female,-3,Finance,Engineer,25000,3,09-23-2023,Pune,Rajasthan,Amit,5,88,True
966,,Male,30,Finance,Manager,-15000,3,2023-09-24,Jaipur,Rajasthan,Amit,6,88,True
967,Employee_967,Female,-3,IT,Executive,-15000,1,25/09/2023,Delhi,Gujarat,Amit,5,92,False
968,Employee_968,Male,42,Marketing,Executive,45000,-1,09-26-2023,Pune,Maharashtra,,6,92,False
969,Employee_969,Female,24,HR,Manager,-15000,3,2023-09-27,Delhi,Delhi,Amit,3,92,False
970,Employee_970,Male,30,Marketing,Engineer,70000,-1,28/09/2023,Ahmedabad,Rajasthan,Amit,4,88,True
971,Employee_971,Female,42,Sales,Analyst,-15000,1,09-29-2023,Delhi,Rajasthan,Neha,5,88,False
972,Employee_972,Female,36,IT,Engineer,70000,5,2023-09-30,Mumbai,Rajasthan,Neha,,110,True
973,Employee_973,Female,36,Finance,Engineer,25000,1,01/10/2023,Delhi,Gujarat,Amit,4,110,False
974,Employee_974,Male,36,Finance,Manager,70000,-1,10-02-2023,Ahmedabad,Maharashtra,Neha,3,92,True
975,Employee_975,Male,30,Finance,Manager,-15000,5,2023-10-03,Pune,Maharashtra,Rohit,3,88,True
976,Employee_976,Female,-3,HR,Engineer,45000,1,04/10/2023,Mumbai,Rajasthan,Rohit,3,97,True
977,Employee_977,Female,24,IT,Executive,70000,5,10-05-2023,Delhi,Gujarat,Neha,4,97,True
978,Employee_978,Male,-3,Sales,Executive,25000,1,2023-10-06,Pune,Maharashtra,Rohit,5,88,False
979,Employee_979,Male,42,HR,Analyst,25000,5,07/10/2023,Ahmedabad,Maharashtra,Amit,5,97,False
980,Employee_980,Female,36,HR,Engineer,25000,3,10-08-2023,Mumbai,Rajasthan,Rohit,3,97,True
981,Employee_981,Female,36,Finance,Manager,45000,3,2023-10-09,Mumbai,Delhi,Amit,5,88,True
982,Employee_982,Female,36,HR,Engineer,45000,1,10/10/2023,Jaipur,Maharashtra,,4,110,True
983,Employee_983,Male,24,IT,Executive,45000,1,10-11-2023,Mumbai,Rajasthan,,6,97,False
984,Employee_984,Male,24,Finance,Executive,45000,5,2023-10-12,Ahmedabad,Maharashtra,,3,92,False
985,Employee_985,Female,42,Finance,Manager,70000,1,13/10/2023,Ahmedabad,Gujarat,,3,97,False
986,Employee_986,Female,24,HR,Manager,-15000,-1,10-14-2023,Delhi,Delhi,Amit,4,97,False
987,,Female,24,Sales,Manager,70000,-1,2023-10-15,Mumbai,Rajasthan,Rohit,4,97,False
988,Employee_988,Female,24,Finance,Analyst,25000,-1,16/10/2023,Ahmedabad,Gujarat,Neha,6,110,False
989,Employee_989,Male,30,Sales,Analyst,-15000,3,10-17-2023,Pune,Rajasthan,Neha,4,92,True
990,Employee_990,Female,36,HR,Manager,45000,3,2023-10-18,Ahmedabad,Rajasthan,Rohit,,92,True
991,Employee_991,Male,42,HR,Engineer,70000,5,19/10/2023,Ahmedabad,Rajasthan,,5,97,True
992,Employee_992,Male,36,Finance,Engineer,25000,-1,10-20-2023,Jaipur,Maharashtra,Rohit,4,92,True
993,Employee_993,Male,42,Finance,Executive,25000,3,2023-10-21,Jaipur,Maharashtra,Amit,4,110,False
994,Employee_994,Female,36,Finance,Manager,-15000,-1,22/10/2023,Pune,Maharashtra,Neha,3,88,False
995,Employee_995,Female,30,IT,Analyst,25000,1,10-23-2023,Jaipur,Rajasthan,Rohit,3,92,True
996,Employee_996,Female,36,HR,Analyst,70000,5,2023-10-24,Delhi,Maharashtra,,5,110,False
997,Employee_997,Female,36,IT,Engineer,70000,1,25/10/2023,Delhi,Gujarat,,6,92,True
998,Employee_998,Female,-3,Sales,Analyst,25000,5,10-26-2023,Mumbai,Gujarat,Rohit,4,110,True
999,Employee_999,Male,30,Sales,Analyst,-15000,-1,2023-10-27,Ahmedabad,Gujarat,Amit,5,110,True
1000,Employee_1000,Female,42,Sales,Analyst,25000,1,28/10/2023,Delhi,Rajasthan,,4,92,True
1001,Employee_1001,Male,42,Finance,Analyst,25000,-1,10-29-2023,Pune,Maharashtra,Neha,3,97,True
1002,Employee_1002,Male,24,Finance,Executive,25000,3,2023-10-30,Delhi,Delhi,Rohit,6,88,False
1003,Employee_1003,Male,36,HR,Manager,25000,-1,31/10/2023,Delhi,Rajasthan,Amit,3,92,False
1004,Employee_1004,Male,36,Finance,Analyst,70000,1,11-01-2023,Mumbai,Maharashtra,Rohit,3,97,True
1005,Employee_1005,Female,42,Finance,Executive,-15000,5,2023-11-02,Delhi,Maharashtra,Amit,5,92,False
